onboard,engage,source,target,t,intimacy
False,True,4,10,45,0.7059141991235313
False,True,6,2,45,0.7059141991235313
False,True,6,5,45,2.599425121984487
False,True,0,4,45,0.7129733411147666
False,True,0,6,45,0.7129733411147666
False,True,0,6,45,0.7129733411147666
False,True,14,7,45,0.7273041052711734
False,True,0,14,45,0.7345771463238852
False,True,14,2,45,0.7345771463238852
False,True,0,14,45,0.741922917787124
False,True,2,3,45,0.7644039241189917
False,True,2,4,45,0.7644039241189917
False,True,2,6,45,0.7644039241189917
False,True,2,10,45,0.7644039241189917
False,True,8,16,45,0.7644039241189917
False,True,0,2,45,0.7720479633601817
False,True,0,2,45,0.7720479633601817
False,True,0,2,45,0.7720479633601817
False,True,0,2,45,0.7720479633601817
False,True,0,8,45,0.7720479633601817
False,True,5,8,45,0.7720479633601817
False,True,0,5,45,0.7797684429937835
False,True,5,6,45,1.682891013963112
False,True,5,13,45,0.7954417886979586
False,True,5,15,45,0.7954417886979586
False,True,10,19,45,1.7469074763047072
False,True,0,5,45,0.8033962065849382
False,True,0,5,45,0.8033962065849382
False,True,0,5,45,0.8033962065849382
False,True,0,10,45,0.8033962065849382
False,True,14,1,45,0.8033962065849382
False,True,14,15,45,1.7836922559918589
False,True,22,4,45,0.8033962065849382
False,True,22,7,45,0.8033962065849382
False,True,22,17,45,0.8033962065849382
False,True,0,14,45,0.8114301686507875
False,True,0,14,45,0.8114301686507875
False,True,0,22,45,0.8114301686507875
False,True,0,22,45,0.8114301686507875
False,True,0,22,45,0.8114301686507875
False,True,13,4,45,0.8114301686507875
False,True,0,13,45,0.8195444703372954
False,True,11,4,45,0.8195444703372954
False,True,0,11,45,0.8277399150406684
False,True,8,28,45,0.8360173141910751
False,True,0,8,45,0.8443774873329858
False,True,7,16,45,0.8443774873329858
False,True,15,19,45,0.8443774873329858
False,True,24,25,45,0.8443774873329858
False,True,25,19,45,0.8443774873329858
False,True,25,21,45,0.8443774873329858
False,True,0,7,45,0.8528212622063156
False,True,0,15,45,0.8528212622063156
False,True,0,24,45,0.8528212622063156
False,True,0,25,45,0.8528212622063156
False,True,0,25,45,0.8528212622063156
False,True,1,20,45,0.8528212622063156
False,True,1,21,45,0.8528212622063156
False,True,16,25,45,0.8528212622063156
False,True,17,19,45,0.8528212622063156
False,True,0,1,45,0.8613494748283788
False,True,0,1,45,0.8613494748283788
False,True,0,16,45,0.8613494748283788
False,True,0,17,45,0.8613494748283788
False,True,29,7,45,0.8613494748283788
False,True,30,12,45,0.8613494748283788
False,True,0,29,45,0.8699629695766625
False,True,0,30,45,0.8699629695766625
False,True,23,13,45,0.8699629695766625
False,True,23,24,45,0.8699629695766625
False,True,23,30,45,0.8699629695766625
False,True,27,22,45,0.8699629695766625
False,True,0,23,45,0.8786625992724292
False,True,0,23,45,0.8786625992724292
False,True,0,23,45,0.8786625992724292
False,True,0,27,45,0.8786625992724292
False,True,5,21,45,0.8874492252651535
False,True,19,4,45,1.8109324477474658
False,True,25,2,45,0.8874492252651535
False,True,25,8,45,0.8874492252651535
False,True,26,29,45,0.8874492252651535
False,True,0,5,45,0.896323717517805
False,True,0,5,45,0.896323717517805
False,True,0,19,45,0.896323717517805
False,True,0,25,45,0.896323717517805
False,True,0,25,45,0.896323717517805
False,True,0,26,45,0.896323717517805
False,True,4,19,45,0.896323717517805
False,True,11,17,45,0.896323717517805
False,True,27,20,45,0.896323717517805
False,True,0,4,45,0.9052869546929831
False,True,0,11,45,0.9052869546929831
False,True,0,27,45,0.9052869546929831
False,True,20,33,45,0.9052869546929831
False,True,32,29,45,0.9052869546929831
False,True,0,20,45,0.914339824239913
False,True,0,32,45,0.914339824239913
False,True,1,23,45,0.914339824239913
False,True,33,34,45,0.914339824239913
False,True,0,1,45,0.9234832224823122
False,True,0,33,45,0.9234832224823122
False,True,10,6,45,0.9234832224823122
False,True,19,36,45,0.9234832224823122
False,True,23,25,45,0.9234832224823122
False,True,23,33,45,0.9234832224823122
False,True,23,36,45,0.9234832224823122
False,True,32,1,45,0.9234832224823122
False,True,0,10,45,0.9327180547071353
False,True,0,19,45,0.9327180547071353
False,True,0,19,45,0.9327180547071353
False,True,0,23,45,0.9327180547071353
False,True,0,23,45,0.9327180547071353
False,True,0,23,45,0.9327180547071353
False,True,0,32,45,0.9327180547071353
False,True,8,13,45,0.9327180547071353
False,True,12,15,45,0.9327180547071353
False,True,31,11,45,0.9327180547071353
False,True,31,18,45,0.9327180547071353
False,True,0,8,45,0.9420452352542067
False,True,0,12,45,0.9420452352542067
False,True,0,31,45,0.9420452352542067
False,True,0,31,45,0.9420452352542067
False,True,3,28,45,0.9420452352542067
False,True,0,3,45,0.9514656876067488
False,True,0,6,45,0.9514656876067488
False,True,9,1,45,0.9514656876067488
False,True,9,3,45,0.9514656876067488
False,True,9,19,45,0.9514656876067488
False,True,9,35,45,0.9514656876067488
False,True,10,13,45,0.9514656876067488
False,True,10,22,45,1.9317617370136695
False,True,23,5,45,0.9514656876067488
False,True,0,6,45,0.9609803444828162
False,True,0,9,45,0.9609803444828162
False,True,0,9,45,0.9609803444828162
False,True,0,9,45,0.9609803444828162
False,True,0,9,45,0.9609803444828162
False,True,0,10,45,0.9609803444828162
False,True,0,10,45,0.9609803444828162
False,True,0,10,45,0.9609803444828162
False,True,0,23,45,0.9609803444828162
False,True,36,3,45,0.9705901479276444
False,True,36,7,45,0.9705901479276444
False,True,36,23,45,0.9705901479276444
False,True,36,29,45,0.9705901479276444
False,True,36,31,45,0.9705901479276444
False,True,0,36,45,0.9802960494069208
False,True,0,36,45,0.9802960494069208
False,True,0,36,45,0.9802960494069208
False,True,0,36,45,0.9802960494069208
False,True,0,36,45,0.9802960494069208
False,True,35,14,45,0.9802960494069208
False,True,35,38,45,0.9802960494069208
False,True,0,10,45,0.9900990099009901
False,True,0,14,45,0.9900990099009901
False,True,0,35,45,0.9900990099009901
False,True,0,35,45,0.9900990099009901
False,True,18,9,45,0.9900990099009901
False,True,23,39,45,0.9900990099009901
False,True,38,33,45,0.9900990099009901
False,True,42,17,45,0.9900990099009901
False,True,42,24,45,0.9900990099009901
False,True,42,40,45,0.9900990099009901
False,True,1,0,46,0.74969791342704
False,True,0,1,46,0.06454454647550686
False,True,2,0,46,0.06454454647550686
False,True,0,2,46,0.06454454647550686
False,True,2,1,46,0.06454454647550686
False,True,1,2,46,0.06454454647550686
False,True,1,3,46,0.685153366951533
False,True,0,1,46,0.6920049006210482
False,True,0,1,46,0.6920049006210482
False,True,4,10,46,0.6989249496272587
False,True,6,2,46,0.6989249496272587
False,True,6,5,46,2.573688239588601
False,True,0,4,46,0.7059141991235313
False,True,0,6,46,0.7059141991235313
False,True,0,6,46,0.7059141991235313
False,True,14,7,46,0.7201030745259143
False,True,0,14,46,0.7273041052711734
False,True,14,2,46,0.7273041052711734
False,True,0,14,46,0.7345771463238852
False,True,2,3,46,0.7568355684346453
False,True,2,4,46,0.7568355684346453
False,True,2,6,46,0.7568355684346453
False,True,2,10,46,0.7568355684346453
False,True,8,16,46,0.7568355684346453
False,True,0,2,46,0.7644039241189917
False,True,0,2,46,0.7644039241189917
False,True,0,2,46,0.7644039241189917
False,True,0,2,46,0.7644039241189917
False,True,0,8,46,0.7644039241189917
False,True,5,8,46,0.7644039241189917
False,True,0,5,46,0.7720479633601817
False,True,5,6,46,1.6662287266961504
False,True,5,13,46,0.7875661274237213
False,True,5,15,46,0.7875661274237213
False,True,10,19,46,1.729611362677928
False,True,0,5,46,0.7954417886979586
False,True,0,5,46,0.7954417886979586
False,True,0,5,46,0.7954417886979586
False,True,0,10,46,0.7954417886979586
False,True,14,1,46,0.7954417886979586
False,True,14,15,46,1.7660319366256028
False,True,22,4,46,0.7954417886979586
False,True,22,7,46,0.7954417886979586
False,True,22,17,46,0.7954417886979586
False,True,0,14,46,0.8033962065849382
False,True,0,14,46,0.8033962065849382
False,True,0,22,46,0.8033962065849382
False,True,0,22,46,0.8033962065849382
False,True,0,22,46,0.8033962065849382
False,True,13,4,46,0.8033962065849382
False,True,0,13,46,0.8114301686507875
False,True,11,4,46,0.8114301686507875
False,True,0,11,46,0.8195444703372954
False,True,8,28,46,0.8277399150406684
False,True,0,8,46,0.8360173141910751
False,True,7,16,46,0.8360173141910751
False,True,15,19,46,0.8360173141910751
False,True,24,25,46,0.8360173141910751
False,True,25,19,46,0.8360173141910751
False,True,25,21,46,0.8360173141910751
False,True,0,7,46,0.8443774873329858
False,True,0,15,46,0.8443774873329858
False,True,0,24,46,0.8443774873329858
False,True,0,25,46,0.8443774873329858
False,True,0,25,46,0.8443774873329858
False,True,1,20,46,0.8443774873329858
False,True,1,21,46,0.8443774873329858
False,True,16,25,46,0.8443774873329858
False,True,17,19,46,0.8443774873329858
False,True,0,1,46,0.8528212622063156
False,True,0,1,46,0.8528212622063156
False,True,0,16,46,0.8528212622063156
False,True,0,17,46,0.8528212622063156
False,True,29,7,46,0.8528212622063156
False,True,30,12,46,0.8528212622063156
False,True,0,29,46,0.8613494748283788
False,True,0,30,46,0.8613494748283788
False,True,23,13,46,0.8613494748283788
False,True,23,24,46,0.8613494748283788
False,True,23,30,46,0.8613494748283788
False,True,27,22,46,0.8613494748283788
False,True,0,23,46,0.8699629695766625
False,True,0,23,46,0.8699629695766625
False,True,0,23,46,0.8699629695766625
False,True,0,27,46,0.8699629695766625
False,True,5,21,46,0.8786625992724292
False,True,19,4,46,1.7930024235123423
False,True,25,2,46,0.8786625992724292
False,True,25,8,46,0.8786625992724292
False,True,26,29,46,0.8786625992724292
False,True,0,5,46,0.8874492252651535
False,True,0,5,46,0.8874492252651535
False,True,0,19,46,0.8874492252651535
False,True,0,25,46,0.8874492252651535
False,True,0,25,46,0.8874492252651535
False,True,0,26,46,0.8874492252651535
False,True,4,19,46,0.8874492252651535
False,True,11,17,46,0.8874492252651535
False,True,27,20,46,0.8874492252651535
False,True,0,4,46,0.896323717517805
False,True,0,11,46,0.896323717517805
False,True,0,27,46,0.896323717517805
False,True,20,33,46,0.896323717517805
False,True,32,29,46,0.896323717517805
False,True,0,20,46,0.9052869546929831
False,True,0,32,46,0.9052869546929831
False,True,1,23,46,0.9052869546929831
False,True,33,34,46,0.9052869546929831
False,True,0,1,46,0.914339824239913
False,True,0,33,46,0.914339824239913
False,True,10,6,46,0.914339824239913
False,True,19,36,46,0.914339824239913
False,True,23,25,46,0.914339824239913
False,True,23,33,46,0.914339824239913
False,True,23,36,46,0.914339824239913
False,True,32,1,46,0.914339824239913
False,True,0,10,46,0.9234832224823122
False,True,0,19,46,0.9234832224823122
False,True,0,19,46,0.9234832224823122
False,True,0,23,46,0.9234832224823122
False,True,0,23,46,0.9234832224823122
False,True,0,23,46,0.9234832224823122
False,True,0,32,46,0.9234832224823122
False,True,8,13,46,0.9234832224823122
False,True,12,15,46,0.9234832224823122
False,True,31,11,46,0.9234832224823122
False,True,31,18,46,0.9234832224823122
False,True,0,8,46,0.9327180547071353
False,True,0,12,46,0.9327180547071353
False,True,0,31,46,0.9327180547071353
False,True,0,31,46,0.9327180547071353
False,True,3,28,46,0.9327180547071353
False,True,0,3,46,0.9420452352542067
False,True,0,6,46,0.9420452352542067
False,True,9,1,46,0.9420452352542067
False,True,9,3,46,0.9420452352542067
False,True,9,19,46,0.9420452352542067
False,True,9,35,46,0.9420452352542067
False,True,10,13,46,0.9420452352542067
False,True,10,22,46,1.912635383181851
False,True,23,5,46,0.9420452352542067
False,True,0,6,46,0.9514656876067488
False,True,0,9,46,0.9514656876067488
False,True,0,9,46,0.9514656876067488
False,True,0,9,46,0.9514656876067488
False,True,0,9,46,0.9514656876067488
False,True,0,10,46,0.9514656876067488
False,True,0,10,46,0.9514656876067488
False,True,0,10,46,0.9514656876067488
False,True,0,23,46,0.9514656876067488
False,True,36,3,46,0.9609803444828162
False,True,36,7,46,0.9609803444828162
False,True,36,23,46,0.9609803444828162
False,True,36,29,46,0.9609803444828162
False,True,36,31,46,0.9609803444828162
False,True,0,36,46,0.9705901479276444
False,True,0,36,46,0.9705901479276444
False,True,0,36,46,0.9705901479276444
False,True,0,36,46,0.9705901479276444
False,True,0,36,46,0.9705901479276444
False,True,35,14,46,0.9705901479276444
False,True,35,38,46,0.9705901479276444
False,True,0,10,46,0.9802960494069208
False,True,0,14,46,0.9802960494069208
False,True,0,35,46,0.9802960494069208
False,True,0,35,46,0.9802960494069208
False,True,18,9,46,0.9802960494069208
False,True,23,39,46,0.9802960494069208
False,True,38,33,46,0.9802960494069208
False,True,42,17,46,0.9802960494069208
False,True,42,24,46,0.9802960494069208
False,True,42,40,46,0.9802960494069208
False,True,0,18,46,0.9900990099009901
False,True,0,23,46,0.9900990099009901
False,True,0,38,46,0.9900990099009901
False,True,0,42,46,0.9900990099009901
False,True,0,42,46,0.9900990099009901
False,True,0,42,46,0.9900990099009901
False,True,16,42,46,0.9900990099009901
False,True,30,25,46,0.9900990099009901
False,True,34,24,46,0.9900990099009901
False,True,35,18,46,0.9900990099009901
False,True,41,4,46,0.9900990099009901
False,True,1,0,47,0.7422751618089505
False,True,0,1,47,0.06390549155990778
False,True,2,0,47,0.06390549155990778
False,True,0,2,47,0.06390549155990778
False,True,2,1,47,0.06390549155990778
False,True,1,2,47,0.06390549155990778
False,True,1,3,47,0.6783696702490425
False,True,0,1,47,0.685153366951533
False,True,0,1,47,0.685153366951533
False,True,4,10,47,0.6920049006210482
False,True,6,2,47,0.6920049006210482
False,True,6,5,47,2.548206177810496
False,True,0,4,47,0.6989249496272587
False,True,0,6,47,0.6989249496272587
False,True,0,6,47,0.6989249496272587
False,True,14,7,47,0.7129733411147666
False,True,0,14,47,0.7201030745259143
False,True,14,2,47,0.7201030745259143
False,True,0,14,47,0.7273041052711734
False,True,2,3,47,0.7493421469649953
False,True,2,4,47,0.7493421469649953
False,True,2,6,47,0.7493421469649953
False,True,2,10,47,0.7493421469649953
False,True,8,16,47,0.7493421469649953
False,True,0,2,47,0.7568355684346453
False,True,0,2,47,0.7568355684346453
False,True,0,2,47,0.7568355684346453
False,True,0,2,47,0.7568355684346453
False,True,0,8,47,0.7568355684346453
False,True,5,8,47,0.7568355684346453
False,True,0,5,47,0.7644039241189917
False,True,5,6,47,1.6497314125704459
False,True,5,13,47,0.7797684429937835
False,True,5,15,47,0.7797684429937835
False,True,10,19,47,1.7124864977009187
False,True,0,5,47,0.7875661274237213
False,True,0,5,47,0.7875661274237213
False,True,0,5,47,0.7875661274237213
False,True,0,10,47,0.7875661274237213
False,True,14,1,47,0.7875661274237213
False,True,14,15,47,1.7485464719065373
False,True,22,4,47,0.7875661274237213
False,True,22,7,47,0.7875661274237213
False,True,22,17,47,0.7875661274237213
False,True,0,14,47,0.7954417886979586
False,True,0,14,47,0.7954417886979586
False,True,0,22,47,0.7954417886979586
False,True,0,22,47,0.7954417886979586
False,True,0,22,47,0.7954417886979586
False,True,13,4,47,0.7954417886979586
False,True,0,13,47,0.8033962065849382
False,True,11,4,47,0.8033962065849382
False,True,0,11,47,0.8114301686507875
False,True,8,28,47,0.8195444703372954
False,True,0,8,47,0.8277399150406684
False,True,7,16,47,0.8277399150406684
False,True,15,19,47,0.8277399150406684
False,True,24,25,47,0.8277399150406684
False,True,25,19,47,0.8277399150406684
False,True,25,21,47,0.8277399150406684
False,True,0,7,47,0.8360173141910751
False,True,0,15,47,0.8360173141910751
False,True,0,24,47,0.8360173141910751
False,True,0,25,47,0.8360173141910751
False,True,0,25,47,0.8360173141910751
False,True,1,20,47,0.8360173141910751
False,True,1,21,47,0.8360173141910751
False,True,16,25,47,0.8360173141910751
False,True,17,19,47,0.8360173141910751
False,True,0,1,47,0.8443774873329858
False,True,0,1,47,0.8443774873329858
False,True,0,16,47,0.8443774873329858
False,True,0,17,47,0.8443774873329858
False,True,29,7,47,0.8443774873329858
False,True,30,12,47,0.8443774873329858
False,True,0,29,47,0.8528212622063156
False,True,0,30,47,0.8528212622063156
False,True,23,13,47,0.8528212622063156
False,True,23,24,47,0.8528212622063156
False,True,23,30,47,0.8528212622063156
False,True,27,22,47,0.8528212622063156
False,True,0,23,47,0.8613494748283788
False,True,0,23,47,0.8613494748283788
False,True,0,23,47,0.8613494748283788
False,True,0,27,47,0.8613494748283788
False,True,5,21,47,0.8699629695766625
False,True,19,4,47,1.7752499242696458
False,True,25,2,47,0.8699629695766625
False,True,25,8,47,0.8699629695766625
False,True,26,29,47,0.8699629695766625
False,True,0,5,47,0.8786625992724292
False,True,0,5,47,0.8786625992724292
False,True,0,19,47,0.8786625992724292
False,True,0,25,47,0.8786625992724292
False,True,0,25,47,0.8786625992724292
False,True,0,26,47,0.8786625992724292
False,True,4,19,47,0.8786625992724292
False,True,11,17,47,0.8786625992724292
False,True,27,20,47,0.8786625992724292
False,True,0,4,47,0.8874492252651535
False,True,0,11,47,0.8874492252651535
False,True,0,27,47,0.8874492252651535
False,True,20,33,47,0.8874492252651535
False,True,32,29,47,0.8874492252651535
False,True,0,20,47,0.896323717517805
False,True,0,32,47,0.896323717517805
False,True,1,23,47,0.896323717517805
False,True,33,34,47,0.896323717517805
False,True,0,1,47,0.9052869546929831
False,True,0,33,47,0.9052869546929831
False,True,10,6,47,0.9052869546929831
False,True,19,36,47,0.9052869546929831
False,True,23,25,47,0.9052869546929831
False,True,23,33,47,0.9052869546929831
False,True,23,36,47,0.9052869546929831
False,True,32,1,47,0.9052869546929831
False,True,0,10,47,0.914339824239913
False,True,0,19,47,0.914339824239913
False,True,0,19,47,0.914339824239913
False,True,0,23,47,0.914339824239913
False,True,0,23,47,0.914339824239913
False,True,0,23,47,0.914339824239913
False,True,0,32,47,0.914339824239913
False,True,8,13,47,0.914339824239913
False,True,12,15,47,0.914339824239913
False,True,31,11,47,0.914339824239913
False,True,31,18,47,0.914339824239913
False,True,0,8,47,0.9234832224823122
False,True,0,12,47,0.9234832224823122
False,True,0,31,47,0.9234832224823122
False,True,0,31,47,0.9234832224823122
False,True,3,28,47,0.9234832224823122
False,True,0,3,47,0.9327180547071353
False,True,0,6,47,0.9327180547071353
False,True,9,1,47,0.9327180547071353
False,True,9,3,47,0.9327180547071353
False,True,9,19,47,0.9327180547071353
False,True,9,35,47,0.9327180547071353
False,True,10,13,47,0.9327180547071353
False,True,10,22,47,1.8936983991899514
False,True,23,5,47,0.9327180547071353
False,True,0,6,47,0.9420452352542067
False,True,0,9,47,0.9420452352542067
False,True,0,9,47,0.9420452352542067
False,True,0,9,47,0.9420452352542067
False,True,0,9,47,0.9420452352542067
False,True,0,10,47,0.9420452352542067
False,True,0,10,47,0.9420452352542067
False,True,0,10,47,0.9420452352542067
False,True,0,23,47,0.9420452352542067
False,True,36,3,47,0.9514656876067488
False,True,36,7,47,0.9514656876067488
False,True,36,23,47,0.9514656876067488
False,True,36,29,47,0.9514656876067488
False,True,36,31,47,0.9514656876067488
False,True,0,36,47,0.9609803444828162
False,True,0,36,47,0.9609803444828162
False,True,0,36,47,0.9609803444828162
False,True,0,36,47,0.9609803444828162
False,True,0,36,47,0.9609803444828162
False,True,35,14,47,0.9609803444828162
False,True,35,38,47,0.9609803444828162
False,True,0,10,47,0.9705901479276444
False,True,0,14,47,0.9705901479276444
False,True,0,35,47,0.9705901479276444
False,True,0,35,47,0.9705901479276444
False,True,18,9,47,0.9705901479276444
False,True,23,39,47,0.9705901479276444
False,True,38,33,47,0.9705901479276444
False,True,42,17,47,0.9705901479276444
False,True,42,24,47,0.9705901479276444
False,True,42,40,47,0.9705901479276444
False,True,0,18,47,0.9802960494069208
False,True,0,23,47,0.9802960494069208
False,True,0,38,47,0.9802960494069208
False,True,0,42,47,0.9802960494069208
False,True,0,42,47,0.9802960494069208
False,True,0,42,47,0.9802960494069208
False,True,16,42,47,0.9802960494069208
False,True,30,25,47,0.9802960494069208
False,True,34,24,47,0.9802960494069208
False,True,35,18,47,0.9802960494069208
False,True,41,4,47,0.9802960494069208
False,True,0,16,47,0.9900990099009901
False,True,0,30,47,0.9900990099009901
False,True,0,34,47,0.9900990099009901
False,True,0,35,47,0.9900990099009901
False,True,0,41,47,0.9900990099009901
False,True,1,16,47,0.9900990099009901
False,True,1,30,47,0.9900990099009901
False,True,1,42,47,0.9900990099009901
False,True,7,3,47,0.9900990099009901
False,True,7,27,47,0.9900990099009901
False,True,1,0,48,0.7349259027811391
False,True,0,1,48,0.06327276392070078
False,True,2,0,48,0.06327276392070078
False,True,0,2,48,0.06327276392070078
False,True,2,1,48,0.06327276392070078
False,True,1,2,48,0.06327276392070078
False,True,1,3,48,0.6716531388604381
False,True,0,1,48,0.6783696702490425
False,True,0,1,48,0.6783696702490425
False,True,4,10,48,0.685153366951533
False,True,6,2,48,0.685153366951533
False,True,6,5,48,2.5229764136737587
False,True,0,4,48,0.6920049006210482
False,True,0,6,48,0.6920049006210482
False,True,0,6,48,0.6920049006210482
False,True,14,7,48,0.7059141991235313
False,True,0,14,48,0.7129733411147666
False,True,14,2,48,0.7129733411147666
False,True,0,14,48,0.7201030745259143
False,True,2,3,48,0.741922917787124
False,True,2,4,48,0.741922917787124
False,True,2,6,48,0.741922917787124
False,True,2,10,48,0.741922917787124
False,True,8,16,48,0.741922917787124
False,True,0,2,48,0.7493421469649953
False,True,0,2,48,0.7493421469649953
False,True,0,2,48,0.7493421469649953
False,True,0,2,48,0.7493421469649953
False,True,0,8,48,0.7493421469649953
False,True,5,8,48,0.7493421469649953
False,True,0,5,48,0.7568355684346453
False,True,5,6,48,1.6333974381885603
False,True,5,13,48,0.7720479633601817
False,True,5,15,48,0.7720479633601817
False,True,10,19,48,1.6955311858424937
False,True,0,5,48,0.7797684429937835
False,True,0,5,48,0.7797684429937835
False,True,0,5,48,0.7797684429937835
False,True,0,10,48,0.7797684429937835
False,True,14,1,48,0.7797684429937835
False,True,14,15,48,1.731234130600532
False,True,22,4,48,0.7797684429937835
False,True,22,7,48,0.7797684429937835
False,True,22,17,48,0.7797684429937835
False,True,0,14,48,0.7875661274237213
False,True,0,14,48,0.7875661274237213
False,True,0,22,48,0.7875661274237213
False,True,0,22,48,0.7875661274237213
False,True,0,22,48,0.7875661274237213
False,True,13,4,48,0.7875661274237213
False,True,0,13,48,0.7954417886979586
False,True,11,4,48,0.7954417886979586
False,True,0,11,48,0.8033962065849382
False,True,8,28,48,0.8114301686507875
False,True,0,8,48,0.8195444703372954
False,True,7,16,48,0.8195444703372954
False,True,15,19,48,0.8195444703372954
False,True,24,25,48,0.8195444703372954
False,True,25,19,48,0.8195444703372954
False,True,25,21,48,0.8195444703372954
False,True,0,7,48,0.8277399150406684
False,True,0,15,48,0.8277399150406684
False,True,0,24,48,0.8277399150406684
False,True,0,25,48,0.8277399150406684
False,True,0,25,48,0.8277399150406684
False,True,1,20,48,0.8277399150406684
False,True,1,21,48,0.8277399150406684
False,True,16,25,48,0.8277399150406684
False,True,17,19,48,0.8277399150406684
False,True,0,1,48,0.8360173141910751
False,True,0,1,48,0.8360173141910751
False,True,0,16,48,0.8360173141910751
False,True,0,17,48,0.8360173141910751
False,True,29,7,48,0.8360173141910751
False,True,30,12,48,0.8360173141910751
False,True,0,29,48,0.8443774873329858
False,True,0,30,48,0.8443774873329858
False,True,23,13,48,0.8443774873329858
False,True,23,24,48,0.8443774873329858
False,True,23,30,48,0.8443774873329858
False,True,27,22,48,0.8443774873329858
False,True,0,23,48,0.8528212622063156
False,True,0,23,48,0.8528212622063156
False,True,0,23,48,0.8528212622063156
False,True,0,27,48,0.8528212622063156
False,True,5,21,48,0.8613494748283788
False,True,19,4,48,1.757673192346184
False,True,25,2,48,0.8613494748283788
False,True,25,8,48,0.8613494748283788
False,True,26,29,48,0.8613494748283788
False,True,0,5,48,0.8699629695766625
False,True,0,5,48,0.8699629695766625
False,True,0,19,48,0.8699629695766625
False,True,0,25,48,0.8699629695766625
False,True,0,25,48,0.8699629695766625
False,True,0,26,48,0.8699629695766625
False,True,4,19,48,0.8699629695766625
False,True,11,17,48,0.8699629695766625
False,True,27,20,48,0.8699629695766625
False,True,0,4,48,0.8786625992724292
False,True,0,11,48,0.8786625992724292
False,True,0,27,48,0.8786625992724292
False,True,20,33,48,0.8786625992724292
False,True,32,29,48,0.8786625992724292
False,True,0,20,48,0.8874492252651535
False,True,0,32,48,0.8874492252651535
False,True,1,23,48,0.8874492252651535
False,True,33,34,48,0.8874492252651535
False,True,0,1,48,0.896323717517805
False,True,0,33,48,0.896323717517805
False,True,10,6,48,0.896323717517805
False,True,19,36,48,0.896323717517805
False,True,23,25,48,0.896323717517805
False,True,23,33,48,0.896323717517805
False,True,23,36,48,0.896323717517805
False,True,32,1,48,0.896323717517805
False,True,0,10,48,0.9052869546929831
False,True,0,19,48,0.9052869546929831
False,True,0,19,48,0.9052869546929831
False,True,0,23,48,0.9052869546929831
False,True,0,23,48,0.9052869546929831
False,True,0,23,48,0.9052869546929831
False,True,0,32,48,0.9052869546929831
False,True,8,13,48,0.9052869546929831
False,True,12,15,48,0.9052869546929831
False,True,31,11,48,0.9052869546929831
False,True,31,18,48,0.9052869546929831
False,True,0,8,48,0.914339824239913
False,True,0,12,48,0.914339824239913
False,True,0,31,48,0.914339824239913
False,True,0,31,48,0.914339824239913
False,True,3,28,48,0.914339824239913
False,True,0,3,48,0.9234832224823122
False,True,0,6,48,0.9234832224823122
False,True,9,1,48,0.9234832224823122
False,True,9,3,48,0.9234832224823122
False,True,9,19,48,0.9234832224823122
False,True,9,35,48,0.9234832224823122
False,True,10,13,48,0.9234832224823122
False,True,10,22,48,1.8749489100890608
False,True,23,5,48,0.9234832224823122
False,True,0,6,48,0.9327180547071353
False,True,0,9,48,0.9327180547071353
False,True,0,9,48,0.9327180547071353
False,True,0,9,48,0.9327180547071353
False,True,0,9,48,0.9327180547071353
False,True,0,10,48,0.9327180547071353
False,True,0,10,48,0.9327180547071353
False,True,0,10,48,0.9327180547071353
False,True,0,23,48,0.9327180547071353
False,True,36,3,48,0.9420452352542067
False,True,36,7,48,0.9420452352542067
False,True,36,23,48,0.9420452352542067
False,True,36,29,48,0.9420452352542067
False,True,36,31,48,0.9420452352542067
False,True,0,36,48,0.9514656876067488
False,True,0,36,48,0.9514656876067488
False,True,0,36,48,0.9514656876067488
False,True,0,36,48,0.9514656876067488
False,True,0,36,48,0.9514656876067488
False,True,35,14,48,0.9514656876067488
False,True,35,38,48,0.9514656876067488
False,True,0,10,48,0.9609803444828162
False,True,0,14,48,0.9609803444828162
False,True,0,35,48,0.9609803444828162
False,True,0,35,48,0.9609803444828162
False,True,18,9,48,0.9609803444828162
False,True,23,39,48,0.9609803444828162
False,True,38,33,48,0.9609803444828162
False,True,42,17,48,0.9609803444828162
False,True,42,24,48,0.9609803444828162
False,True,42,40,48,0.9609803444828162
False,True,0,18,48,0.9705901479276444
False,True,0,23,48,0.9705901479276444
False,True,0,38,48,0.9705901479276444
False,True,0,42,48,0.9705901479276444
False,True,0,42,48,0.9705901479276444
False,True,0,42,48,0.9705901479276444
False,True,16,42,48,0.9705901479276444
False,True,30,25,48,0.9705901479276444
False,True,34,24,48,0.9705901479276444
False,True,35,18,48,0.9705901479276444
False,True,41,4,48,0.9705901479276444
False,True,0,16,48,0.9802960494069208
False,True,0,30,48,0.9802960494069208
False,True,0,34,48,0.9802960494069208
False,True,0,35,48,0.9802960494069208
False,True,0,41,48,0.9802960494069208
False,True,1,16,48,0.9802960494069208
False,True,1,30,48,0.9802960494069208
False,True,1,42,48,0.9802960494069208
False,True,7,3,48,0.9802960494069208
False,True,7,27,48,0.9802960494069208
False,True,0,1,48,0.9900990099009901
False,True,0,1,48,0.9900990099009901
False,True,0,1,48,0.9900990099009901
False,True,0,7,48,0.9900990099009901
False,True,0,7,48,0.9900990099009901
False,True,3,42,48,0.9900990099009901
False,True,22,0,48,0.9900990099009901
